"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29578","Добавляем товары в корзину и сравниваем итоговую цену","","Thu Apr 03 20:08:15 SAMT 2025","passed","Thu Apr 03 20:08:45 SAMT 2025","","Онлайн магазин","",""
