"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25847","Тест калькулятора","","Wed Apr 02 19:16:48 SAMT 2025","passed","Wed Apr 02 19:17:14 SAMT 2025","","Работа с калькулятором","",""
